drugbank_id,name,smiles
DB02232,"1,2-Dihydroxybenzene",OC1=CC=CC=C1O
DB02233,6-Hydroxy-D-Norleucine,N[C@@H](CCCCO)C(O)=O
DB02234,Ethylisothiourea,CCSC(N)=N
DB02235,Methionine Sulfoxide,C[S@](=O)CC[C@@H](N)C(O)=O
DB02236,Glycinamide Ribonucleotide,NCC(=O)N[C@@H]1O[C@@H](COP([O-])([O-])=O)[C@H](O)[C@H]1O
DB02237,Maltotetraose,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O)O[C@H]4CO)O[C@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O
DB02238,4-(Methylsulfanyl)-2-Oxobutanoic Acid,CSCCC(=O)C(O)=O
DB02239,Laevulinic Acid,CC(=O)CCC(O)=O
DB02240,N-{(1s)-4-[Bis(2-Chloroethyl)Amino]-1-Methylbutyl}-N-(6-Chloro-2-Methoxy-9-Acridinyl)Amine,ClCCN(CCCl)CCC[C@H](C)\N=C1/C2=CC=C(Cl)C=C2NC2=CC=C(OC)C=C12
DB02241,"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",OO[C@@]1(CC2=CC=C(O)C=C2)N=C2N(C=C(N=C2CC2=CC=CC=C2)C2=CC=C(O)C=C2)C1=O
DB02242,Cyclohexane Propionic Acid,OC(=O)CCC1CCCCC1
DB02243,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,CCC[C@H](\C=C\S(=O)(=O)C1=CC=CC=C1)NC(=O)[C@H](NC(=O)N1CCC(CC1)N1CCOCC1)CC1=CC=CC=C1
DB02245,7-Deazaguanine,NC1=NC2=C(CC=N2)C(=O)N1
DB02247,Hydrolyzed Cephalothin,[H][C@@](NC(=O)CC1=CC=CS1)(C(O)=O)[C@@]1([H])NC(C(O)=O)=C(C)CS1
DB02248,3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid,C[C@H]1C[C@H](N[C@@H]1C(O)=O)S(O)(=O)=O
DB02249,2-Ethoxyethanol,CCOCCO
DB02250,Cu-Bicyclam,C(C1=CC=C(C[N@+]23CC[N@@]4CCC[N@]5CC[N@](CCC2)[Cu@@]345)C=C1)[N@+]12CC[N@@]3CCC[N@]4CC[N@](CCC1)[Cu@@]234
DB02251,O-Succinylbenzoate,OC(=O)CCC(=O)C1=C(C=CC=C1)C(O)=O
DB02252,Iodophenyl,IC1=CC=CC=C1
DB02253,"(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol",OC\C(C)=C\C=C\C(\C)=C/C=C/C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C
DB02254,Trifluoro-thiamin phosphate,CC1=C(CCOP([O-])([O-])=O)SC=[N+]1CC1=CN=C(N=C1N)C(F)(F)F
DB02255,GM6001,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CNC2=CC=CC=C12)C(=O)NC
DB02256,2'-Deoxyuridine,OC[C@H]1O[C@@H](C[C@@H]1O)N1C=CC(=O)NC1=O
DB02257,N-Bromoacetyl-Aminoethyl Phosphate,CC(=O)N(Br)CCOP(O)(O)=O
DB02258,SR11254,CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(=N/O)\C1=CC=C2C=C(C=CC2=C1)C(O)=O
DB02259,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide",CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(N)(=O)=O
DB02260,4-Oxosebacic Acid,OC(=O)CCCCCC(=O)CCC(O)=O
DB02261,Platelet Activating Factor,CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O
DB02262,Orotic Acid,OC(=O)C1=CC(=O)NC(=O)N1
DB02263,Glyceraldehyde-3-Phosphate,O[C@H](COP(O)(O)=O)C=O
DB02264,O2-Sulfo-Glucuronic Acid,O[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1OS(O)(=O)=O)C(O)=O
DB02265,Ethyl-Trimethyl-Silane,CC[Si](C)(C)C
DB02266,Flufenamic Acid,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F
DB02267,Argininosuccinate,N[C@@H](CCCNC(=N)N[C@H](CC(O)=O)C(O)=O)C(O)=O
DB02268,4-(Acetylamino)-3-Amino Benzoic Acid,CC(=O)NC1=C(N)C=C(C=C1)C(O)=O
DB02269,[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,C[N+](C)(C)C1=CC=C(CNC(=O)C2=CC3=C(C=CC(OCC4=CC=CC=C4)=C3)N2CC2=CC=CC(=C2)C(N)=N)C=C1
DB02270,Dimethylallyl S-Thiolodiphosphate,CC(C)CCS[P@](O)(=O)OP(O)(O)=O
DB02271,S-(2-Oxo)Pentadecylcoa,CCCCCCCCCCCCCC(=O)CSCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
DB02272,Porphobilinogen,NCc1ncc(CCC(O)=O)c1CC(O)=O
DB02273,"2,6-Dimethyl-7-Octen-2-Ol",C[C@@H](CCCC(C)(C)O)C=C
DB02274,7-Keto-8-Aminopelargonic Acid,C[C@@H](N)C(=O)CCCCCC(O)=O
DB02275,"[2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde",NCC1=N[C@H](CC2C=CC(=O)C=C2)C(=O)N1CC=O
DB02276,(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,[H][C@@](CC(C)C)(NC(=O)[C@]([H])(CCCC)OP(O)(O)=O)C(=O)NC1=CC=C(C=C1)[N+]([O-])=O
DB02277,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,CN1N=C(C=C1NC(=O)NC1=CC=C(Cl)C=C1)C(C)(C)C
DB02278,"7,8-Dihydro-7,7-Dimethyl-6-Hydroxypterin",CC1(C)NC2=C(N=C1O)C(=O)NC(N)=N2
DB02279,Benzoylformic Acid,OC(=O)C(=O)C1=CC=CC=C1
DB02280,(R)-Mandelic Acid,O[C@H](C(O)=O)C1=CC=CC=C1
DB02281,Formycin,Nc1ncnc2c(nnc12)[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
DB02282,5'-Deoxy-5'-Methylthioadenosine,CSC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N
DB02283,2-Phenylamino-Ethanesulfonic Acid,OS(=O)(=O)CCNC1=CC=CC=C1
DB02285,Protoporphyrin Ix,CC1=C(CCC(O)=O)\C2=C\c3nc(C=C4N=C(C=C5N\C(=C/C1=N2)C(C=C)=C5C)C(C=C)=C4C)c(C)c3CCC(O)=O
DB02286,2-Amino-3-(4-Amino-1h-Indol-3-Yl)Propanoic Acid,N[C@@H](Cc1cnc2cccc(N)c12)C(O)=O
DB02287,2-(2-Hydroxy-Phenyl)-3h-Benzoimidazole-5-Carboxamidine,NC(=[NH2+])C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1O
DB02288,CRA_9334,CC1=CC(Br)=C([O-])C(=C1)C1=NC2=CC(=CC=C2N1)C(N)=[NH2+]
DB02289,2-Aminopropanedioic Acid,NC(C(O)=O)C(O)=O
DB02290,"3-{2,6,8-Trioxo-9-[(2s,3s,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate",OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCOP(O)(O)=O)C2=C1NC(=O)NC2=O
DB02292,"6-Oxo-8,9,10,11-Tetrahydro-7h-Cyclohepta[C][1]Benzopyran-3-O-Sulfamate",NS(=O)(=O)OC1=CC=C2C3=C(CCCCC3)C(=O)OC2=C1
DB02293,"2,3-Di-O-Phytanly-3-Sn-Glycero-1-Phosphoryl-3'-Sn-Glycerol-1'-Phosphate",CC(C)CCC[C@H](C)CCC[C@@H](C)CCC[C@H](C)CCOC[C@H](CO[P@]([O-])(=O)OC[C@@H](O)CO[P@](O)([O-])=O)OCC[C@H](C)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C
DB02294,"(5r,6s,7s,8s)-5-Hydroxymethyl-6,7,8-Trihydroxy-Tetrazolo[1,5-a]Piperidine",OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)C2=NN=NN12
DB02295,"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",CC(C)C1=C(N=C(NC(=O)C2=CC(NC(=O)C3=CC(NC=O)=CN3C)=CN2C)S1)C(=O)NCCCN(C)C
DB02296,1-Hydroxy-3-Methylbutane,CC(C)CCO
DB02297,2-Amino-6-Chloropyrazine,NC1=CN=CC(Cl)=N1
DB02298,5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,C[C@H]1C[C@@H](NO)N[C@@H]1C(O)=O
DB02299,Arginineamide,N[C@@H](CCCNC(N)=[NH2+])C(N)=O
DB02300,Calcipotriol,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1
DB02301,"5,10-Methylene-6-Hydrofolic Acid",NC1=NC(=O)C2=C(N1)N=C[C@@H]1CN(CN21)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O
DB02302,"N3, N4-Dimethylarginine",CN\C(NCCC[C@H](N)C(O)=O)=N/C
DB02303,"(5s)-5-Iododihydro-2,4(1h,3h)-Pyrimidinedione",I[C@@H]1CNC(=O)NC1=O
DB02304,Prostaglandin B2,CCCCC[C@H](O)\C=C\C1=C(C\C=C\CCCC(O)=O)C(=O)CC1
DB02305,"4,5-Dehydro-D-Glucuronic Acid",O[C@H]1OC(=C[C@@H](O)[C@@H]1O)C(O)=O
DB02306,Palmitoyl-Linoleoyl Phosphatidylcholine,CCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C\C\C=C\CCCCC
DB02307,N-(1-Carboxy-3-Phenylpropyl)Phenylalanyl-Alpha-Asparagine,NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC1=CC=CC=C1)N[C@@H](CCC1=CC=CC=C1)C(O)=O
DB02308,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",[NH3+]CCCCOB1OCCO1
DB02309,5--Monophosphate-9-Beta-D-Ribofuranosyl Xanthine,O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=[NH+]C2=C1NC(=O)NC2=O
DB02310,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",CC1=CN=C2C(=C1)C(C)=C(C)C1=C2[N+](C)=CC(C)=C1
DB02311,Methyl Methylsulfinylmethyl Sulfide,CSC[S@@](C)=O
DB02312,Beta-Galactose-6-Phosphate,O[C@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
DB02313,4-{2-(4-Fluoro-Benzyl)-6-Methyl-5-[(5-Methyl-Isoxazole-3-Carbonyl)-Amino]-4-Oxo-Heptanoylamino}-5-(2-Oxo-Pyrrolidin-3-Yl)-Pentanoic Acid Ethyl Ester,CCOC(=O)CC[C@@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)C1=NOC(C)=C1)C(C)C)CC1=CC=C(F)C=C1
DB02314,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,C[C@H](NC(=O)[C@@H](C)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H]1NC(C)=O)C(=O)N[C@H](CCC(O)=O)C(O)=O
DB02315,Cyclic Guanosine Monophosphate,NC1=NC2=C(N=CN2[C@H]2O[C@@H]3CO[P@](O)(=O)O[C@@H]3[C@@H]2O)C(=O)N1
DB02316,"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",OC(=O)CCCCCN1C(=CC2=C1C=CC(OCC1=C(Cl)C=CC=C1Cl)=C2)C(O)=O
DB02317,Alpha-D-Galactose-1-Phosphate,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
DB02318,2-Deoxy-2-Fluoro-Alpha-D-Mannosyl Fluoride,OC[C@H]1O[C@@H](F)[C@H](F)[C@@H](O)[C@@H]1O
DB02319,"5,6-Dihydroxy-Nadp",NC(=O)C1=CN([C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](OP(O)(O)=O)[C@H]3O)N3C=NC4=C3N=CN=C4N)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)C1
DB02320,1-N-Acetyl-Beta-D-Glucosamine,CC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
DB02321,"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol",N[C@@H](CCSC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O)C(O)=O
DB02322,Heparin Disaccharide I-S,O[C@H]1O[C@@H](COS([O-])(=O)=O)[C@H](O[C@@H]2OC(=C[C@@H](O)[C@H]2OS([O-])(=O)=O)C([O-])=O)[C@@H](O)[C@@H]1NS([O-])(=O)=O
DB02323,EM-1745,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1C[C@@H](CCCCCCCCC(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC3=C1N=CN=C3N)[C@H]2O
DB02324,5-Iodo-2'-Deoxyuridine-5'-Monophosphate,O[C@@H]1C[C@@H](O[C@H]1COP(O)(O)=O)N1C=C(I)C(=O)NC1=O
DB02325,Isopropyl Alcohol,CC(C)O
DB02326,1-Hydroxyamine-2-Isobutylmalonic Acid,CC(C)C[C@@H](C(O)=O)C(=O)NO
DB02327,2-[2-(2-Hydroxy-Ethoxy)-Ethoxy]-Ethanol,OCCOCCOCCO
DB02328,2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,CC1=NC=C(COP(O)(O)=O)C(C\N=C(\C=C\CP(O)(O)=O)/C(O)=O)=C1O
DB02329,Carbenoxolone,CC1(C)[C@@H](CC[C@]2(C)[C@@H]1CC[C@]1(C)[C@H]2C(=O)C=C2[C@@H]3C[C@@](C)(CC[C@@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O
DB02331,"(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid",OC(=O)[C@@H](CC1=CC=CC=C1)N(CC1=CC=C(S1)C1=CC2=C(O1)C=CC=C2)C(=O)C1=CC=C(Cl)C=C1Cl
DB02332,Flavin-N7 Protonated-Adenine Dinucleotide,CC1=CC2=C(C=C1C)N(C[C@@H](O)[C@@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
DB02333,Deoxyuridine-5'-Triphosphate,O[C@@H]1C[C@@H](O[C@H]1CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
DB02334,(R)-2-Hydroxy-3-Sulfopropanoic Acid,O[C@@H](CS(O)(=O)=O)C(O)=O
DB02335,2-Aminothiazoline,NC1=NCCS1
DB02336,RU83876,CC(=O)N[C@@H](CC1=CC=C(C(=C1)P(O)(O)=O)P(O)(O)=O)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
DB02337,S-(D-Carboxybutyl)-L-Homocysteine,N[C@@H](CCSCCCCC(O)=O)C(O)=O
DB02338,Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O
DB02339,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,CN(CCCCCCOC1=CC=C2C(OC=C2C2=CC=C(Br)C=C2)=C1)CC=C
DB02340,N-Acetyl-Serine,CC(=O)N[C@@H](CO)C(O)=O
DB02341,"Mdl 101,146",CC(C)[C@@H](NC(=O)C1=CC=C(C=C1)C(=O)N1CCOCC1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(C)C)C(=O)C(F)(F)C(F)(F)F
DB02342,2-Methoxyestradiol,COC1=C(O)C=C2CCC3C4CC[C@H](O)[C@@]4(C)CCC3C2=C1
DB02343,"3,6,9,12,15-Pentaoxaheptadecane",CCOCCOCCOCCOCCOCC
DB02344,O-Sialic Acid (Chair Conformation),CC(=O)N[C@H]1[C@H](O)C[C@](O)(O[C@@H]1[C@@H](O)[C@@H](O)CO)C(O)=O
DB02345,Selenocysteine,N[C@@H](C[SeH])C(O)=O
DB02346,3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[C@@]2(CO)O[C@@H](CO)[C@H](O)[C@H]2O)[C@H]1O
DB02347,2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid,CC(C)(C)C1=C(C[C@H](N)C(O)=O)C(OCP(O)(O)=O)=NO1
DB02348,Fluoro-Phosphite Ion,[O-]P([O-])(F)=O
DB02349,Nicotinamide-Adenine-Dinucleotide-5-Hydroxy-4-Oxonorvaline,N[C@@H](CC(=O)[C@@H](O)C1=CC=[N+](C=C1C(N)=O)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O)C(O)=O
DB02350,"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",[H][C@@]1(N(CCCSC1(C)C)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
DB02351,Hirulog,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O
DB02352,3-(Benzyloxy)Pyridin-2-Amine,NC1=NC=CC=C1OCC1=CC=CC=C1
DB02353,Heparin Disaccharide Iii-S,OC[C@@H]1O[C@H](O)[C@@H](NS([O-])(=O)=O)[C@H](O)[C@H]1O[C@@H]1OC(=C[C@@H](O)[C@H]1OS([O-])(=O)=O)C([O-])=O
DB02354,4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine,CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(CN1C(C)=NC3=C1C=CC=C3)=C2
DB02355,Adenosine-5'-Rp-Alpha-Thio-Triphosphate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](S)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1O
DB02356,4-Imidazolmethylene-5-Imidazolone Chromophore,N[C@H](CO)[C@@H]1N=C(CC2=CN=CN2)C(=O)N1CCO
DB02357,Methyl-O3-(Alpha-D-Mannose)-Alpha-D-Mannose,CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O
DB02358,LY374571,NC1=NC(O)=C(N)C(NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)=N1
DB02359,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",CCCCN1C(CC2=CC(OC)=CC=C2OC)=NC2=C(N)N=CN=C12
DB02360,Bis-Napthyl Beta-Ketophosphonic Acid,[H][C@](C(=O)C1=CC2=CC=CC=C2C=C1)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O
DB02361,S-Methyl Thiocysteine Group,CSSC[C@@H](N)C(O)=O
DB02362,4-Aminobenzoic Acid,NC1=CC=C(C=C1)C(O)=O
DB02363,2'-Monophosphoadenosine-5'-Diphosphate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O
DB02364,2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,CCOP(=O)(OCC)OC[C@@H](N)C(O)=O
DB02365,"1,10-Phenanthroline",C1=CC2=CC=C3C=CC=NC3=C2N=C1
DB02366,CRA_10762,NC(=[NH2+])c1cc2nc(nc2cc1Cl)C1=CC=CC(C2=CC=CC=C2)=C1[O-]
DB02367,(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine,CCCCOC1=CC=C(C=C1)S(=O)(=O)N1C[C@H](C[C@@H]1C(=O)NO)NS(C)(=O)=O
DB02368,N-Acetyl-L-Citrulline,CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O
DB02369,"3-Aza-2,3-Dihydrogeranyl Diphosphate",CN(CCO[P@]([O-])(=O)OP([O-])([O-])=O)CCC=C(C)C
DB02370,Nz-(1-Carboxyethyl)-Lysine,C[C@@H](NCCCC[C@H](N)C(O)=O)C(O)=O
DB02371,"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",OCC(CO)(CO)NCCS(O)(=O)=O
DB02372,"2,5-Dimethylpyrimidin-4-Amine",CC1=CN=C(C)N=C1N
DB02373,Adenosine Monotungstate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[W](O)(O)=O)[C@H](O)[C@H]1O
DB02374,Xylose-Derived Imidazole,O[C@H]1CN2C=CN=C2[C@@H](O)[C@@H]1O
DB02375,Myricetin,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
DB02376,"D-Gluconhydroximo-1,5-Lactam",OC[C@H]1N\C(=N/O)[C@@H](O)[C@@H](O)[C@@H]1O
DB02377,Guanine,NC1=Nc2ncnc2C(=O)N1
DB02378,MMI-175,CC(C)C[C@H](NC(=O)[C@H]1CC(=O)NCCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@H](O)C[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC1=CC=CC=C1
DB02379,Beta-D-Glucose,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
DB02380,2'-Deoxyinosine,O[C@H]1C[C@@H](O[C@@H]1CO[P@@](O)(=O)OP(O)(O)=O)N1C=NC2=C1NC=NC2=O
DB02381,Nor-N-Omega-Hydroxy-L-Arginine,N[C@@H](CCNC(=N)NO)C(O)=O
DB02382,Namn,O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@@](O)([O-])=O)[N+]1=CC=CC(=C1)C(O)=O
DB02383,Tolrestat,COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F
DB02384,(E)-2-Fluoro-P-Hydroxycinnamate,OC1=CC=C(\C=C(/F)C([O-])=O)C=C1
DB02385,Neopterin,NC1=NC2=NC=C(N=C2C(=O)N1)[C@@H](O)[C@H](O)CO
DB02386,Leucine Phosphonic Acid,CC(C)C[C@H](N)P(O)(O)=O
DB02387,3-Hydroxyphenylalanine,N[C@@H](CC1=CC=CC(O)=C1)C(O)=O
DB02388,"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",CCCN1C(=NC(=C1C1=CC=NC(NC2CCCCC2)=N1)C1=CC=C(Cl)C(Cl)=C1)C1CCNCC1
DB02390,5-Bromo-N[2-(Dimethylamino)Ethyl]-9-Aminoacridine-4-Carboxamide,C[NH+](C)CCNC(=O)C1=CC=CC2=C(N)C3=C([NH+]=C12)C(Br)=CC=C3
DB02391,"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One",NC1=NC2=C(N(CCNC(CO)CO)C=N2)C(=O)N1
DB02393,"D-Gluco-2,5-Anhydro-1-Deoxy-1-Phosphonohexitol-6-Phosphate",O[C@@H]1[C@@H](O)[C@H](CP(O)(O)=O)O[C@H]1COP(O)(O)=O
DB02394,Oxiranpseudoglucose,OC[C@]12O[C@H]1C[C@H](O)[C@@H](O)[C@H]2O
DB02395,"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol",CN1C(CCCO)=C(CO)C2=C1C(=O)C=C(N1CC1)C2=O
DB02396,Methylethylamine,CCNC
DB02397,O-(2-Acetamido-2-Deoxy-Alpha-D-Galactopyranosyl)-L-Serine,CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1OC[C@@H](N)C(O)=O
DB02398,6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,NCC1=CC=C(NC(=O)C2=CC=C3C=C(C=CC3=C2)C(N)=N)C=C1
DB02399,L-Rhamnitol,C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
